 ,院校代码,院校名称,专业组,专业名称,招生地区,选考科目,招生年份,录取批次,最低分,最低分位次,招生人数,备注,,,,,,,,,,,,,
不分文理,C726,黑龙江农业工程职业学院,36,旅游管理,山东,不限,2021,常规2志愿,198,431105,2,- ,,,,,,,,,,,,,
不分文理,E059,厦门软件职业技术学院,42,视觉传达设计,山东,不限,2021,常规2志愿,198,494894,4,- ,,,,,,,,,,,,,
不分文理,D875,海南经贸职业技术学院,34,旅游英语,山东,不限,2021,常规2志愿,198,345520,1,- ,,,,,,,,,,,,,
不分文理,E013,楚雄医药高等专科学校,41,医学检验技术,山东,化学或生物,2021,常规2志愿,198,289229,1,- ,,,,,,,,,,,,,
不分文理,E506,山东艺术设计职业学院,6X,影视动画(校企合作，与山东新视觉数码科技有限公司合作),山东,不限,2021,常规2志愿,198,541884,27,校企,,,,,,,,,,,,,
不分文理,B069,开封大学,1H,旅游管理,山东,不限,2021,常规2志愿,198,234351,3,- ,,,,,,,,,,,,,
不分文理,D998,齐鲁理工学院,79,空中乘务,山东,不限,2021,常规2志愿,198,537127,60,- ,,,,,,,,,,,,,
不分文理,J533,山西工程科技职业大学,32,道路与桥梁工程技术,山东,不限,2021,常规2志愿,198,329958,4,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,33,艺术设计,山东,不限,2021,常规2志愿,197,465651,14,- ,,,,,,,,,,,,,
不分文理,C054,九州职业技术学院,4K,建筑工程技术,山东,不限,2021,常规2志愿,197,523541,4,- ,,,,,,,,,,,,,
不分文理,C946,山东水利职业学院,Z1,水利工程,山东,物理,2021,常规2志愿,197,541971,128,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,B2,工程造价,山东,不限,2021,常规2志愿,197,542012,238,- ,,,,,,,,,,,,,
不分文理,C819,山东科技职业学院,0T,大数据与会计,山东,不限,2021,常规2志愿,197,307716,20,- ,,,,,,,,,,,,,
不分文理,D342,阜阳科技职业学院,02,无人机应用技术,山东,不限,2021,常规2志愿,197,541989,52,- ,,,,,,,,,,,,,
不分文理,E605,日照航海工程职业学院,02,轮机工程技术,山东,物理,2021,常规2志愿,197,542008,12,- ,,,,,,,,,,,,,
不分文理,C335,济宁职业技术学院,50,汽车检测与维修技术(衔接临沂大学车辆工程专业),山东,不限,2021,常规2志愿,196,242105,40,高职3+2贯通培养,,,,,,,,,,,,,
不分文理,D317,山东经贸职业学院,29,国际经济与贸易,山东,不限,2021,常规2志愿,196,436739,13,- ,,,,,,,,,,,,,
不分文理,A825,齐鲁医药学院,31,药品经营与管理,山东,不限,2021,常规2志愿,196,289293,10,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,07,网络规划与优化技术,山东,不限,2021,常规2志愿,196,542081,40,- ,,,,,,,,,,,,,
不分文理,C054,九州职业技术学院,4Z,酒店管理与数字化运营,山东,不限,2021,常规2志愿,196,523760,2,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,04,金融服务与管理,山东,不限,2021,常规2志愿,196,542030,30,- ,,,,,,,,,,,,,
不分文理,A454,济宁学院,60,小学道德与法治教育(师范类),山东,政治,2021,常规2志愿,196,245715,100,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,38,建设工程管理,山东,不限,2021,常规2志愿,196,542059,27,- ,,,,,,,,,,,,,
不分文理,C827,陕西国防工业职业技术学院,33,计算机网络技术,山东,不限,2021,常规2志愿,196,251627,2,- ,,,,,,,,,,,,,
不分文理,E730,绵阳飞行职业学院,04,定翼机驾驶技术,山东,物理,2021,常规2志愿,195,542122,2,- ,,,,,,,,,,,,,
不分文理,E195,临沂职业学院(校企),08,连锁经营与管理(与山东特亿宝互联网科技合作培养),山东,不限,2021,常规2志愿,195,542150,28,校企,,,,,,,,,,,,,
不分文理,A853,北京工业职业技术学院,10,虚拟现实技术应用,山东,不限,2021,常规2志愿,195,248694,3,- ,,,,,,,,,,,,,
不分文理,A171,朝阳师范高等专科学校,18,市场营销,山东,不限,2021,常规2志愿,195,265683,2,- ,,,,,,,,,,,,,
不分文理,A868,青岛滨海学院,47,应用电子技术,山东,不限,2021,常规2志愿,195,541759,130,- ,,,,,,,,,,,,,
不分文理,D316,山东胜利职业学院,06,酒店管理与数字化运营,山东,不限,2021,常规2志愿,195,542120,72,- ,,,,,,,,,,,,,
不分文理,E394,上海民航职业技术学院,11,飞机电子设备维修,山东,不限,2021,常规2志愿,194,264680,5,- ,,,,,,,,,,,,,
不分文理,C062,日照职业技术学院,43,新能源汽车技术,山东,不限,2021,常规2志愿,194,286340,10,- ,,,,,,,,,,,,,
不分文理,A449,滨州学院,86,民航空中安全保卫(男生，需参加面试体检背景调查，合格后报考),山东,不限,2021,常规2志愿,194,514682,90,- ,,,,,,,,,,,,,
不分文理,A851,上海东海职业技术学院,05,现代物流管理,山东,不限,2021,常规2志愿,194,542263,12,- ,,,,,,,,,,,,,
不分文理,C800,上海工商外国语职业学院,01,应用英语,山东,不限,2021,常规2志愿,194,542271,31,- ,,,,,,,,,,,,,
不分文理,E242,山东理工职业学院(校企),37,物联网应用技术(与山东海文信息技术有限公司合作),山东,不限,2021,常规2志愿,194,512749,25,校企,,,,,,,,,,,,,
不分文理,C818,滨州职业学院,38,软件技术,山东,不限,2021,常规2志愿,194,330349,48,- ,,,,,,,,,,,,,
不分文理,A444,菏泽医学专科学校,2Q,预防医学(面向临沂市就业),山东,不限,2021,常规2志愿,194,229383,12,省属公费医学生,,,,,,,,,,,,,
不分文理,D007,东营科技职业学院(校企),X1,现代移动通信技术(与中兴教育管理有限公司合作),山东,不限,2021,常规2志愿,194,542282,15,校企,,,,,,,,,,,,,
不分文理,C330,莱芜职业技术学院,10,无人机应用技术,山东,不限,2021,常规2志愿,193,382736,13,- ,,,,,,,,,,,,,
不分文理,E749,滨州科技职业学院,04,婴幼儿托育服务与管理,山东,不限,2021,常规2志愿,193,542307,795,- ,,,,,,,,,,,,,
不分文理,D425,江西应用工程职业学院,19,大数据与会计,山东,不限,2021,常规2志愿,193,411325,2,- ,,,,,,,,,,,,,
不分文理,D318,山东工业职业学院,13,工业自动化仪表技术,山东,不限,2021,常规2志愿,193,491231,10,- ,,,,,,,,,,,,,
不分文理,A868,青岛滨海学院,46,新能源汽车技术,山东,不限,2021,常规2志愿,193,544305,81,- ,,,,,,,,,,,,,
不分文理,E080,山东城市建设职业学院(校企),47,建筑设计(与同圆设计集团有限公司合作),山东,不限,2021,常规2志愿,193,404870,20,校企,,,,,,,,,,,,,
不分文理,E346,山东海事职业学院,01,婴幼儿托育服务与管理,山东,不限,2021,常规2志愿,193,542326,60,- ,,,,,,,,,,,,,
不分文理,E730,绵阳飞行职业学院,01,消防救援技术,山东,不限,2021,常规2志愿,192,542397,2,- ,,,,,,,,,,,,,
不分文理,D778,山东中医药高等专科学校,35,中医学(面向德州市就业),山东,不限,2021,常规2志愿,192,240215,60,省属公费医学生,,,,,,,,,,,,,
不分文理,B824,桂林师范高等专科学校,24,食品营养与健康,山东,不限,2021,常规2志愿,192,287055,3,- ,,,,,,,,,,,,,
不分文理,D123,陕西国际商贸学院,41,药学,山东,不限,2021,常规2志愿,192,448332,8,- ,,,,,,,,,,,,,
不分文理,E605,日照航海工程职业学院,09,机电一体化技术,山东,物理,2021,常规2志愿,191,542503,77,- ,,,,,,,,,,,,,
不分文理,D875,海南经贸职业技术学院,30,酒店管理与数字化运营,山东,不限,2021,常规2志愿,191,369171,2,- ,,,,,,,,,,,,,
不分文理,E195,临沂职业学院(中外),H1,大数据与会计,山东,不限,2021,常规2志愿,191,542451,35,中外,,,,,,,,,,,,,
不分文理,C897,辽宁广告职业学院,05,全媒体广告策划与营销,山东,不限,2021,常规2志愿,191,542464,5,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,C9,商务日语,山东,不限,2021,常规2志愿,191,542513,52,- ,,,,,,,,,,,,,
不分文理,A444,菏泽医学专科学校,1J,临床医学(面向泰安市就业),山东,化学,2021,常规2志愿,191,239026,27,省属公费医学生,,,,,,,,,,,,,
不分文理,D316,山东胜利职业学院,08,中西面点工艺,山东,不限,2021,常规2志愿,191,542494,70,- ,,,,,,,,,,,,,
不分文理,D963,昆山登云科技职业学院,0R,电子商务,山东,不限,2021,常规2志愿,191,542096,5,- ,,,,,,,,,,,,,
不分文理,D668,成都理工大学工程技术学院,40,工程造价,山东,不限,2021,常规2志愿,191,260165,3,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,32,汽车制造与试验技术(校企合作，与山东栋梁科技设备有限公司),山东,不限,2021,常规2志愿,190,542537,82,校企,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,24,机电一体化技术(校企合作，与山东山铝机电科技有限公司),山东,不限,2021,常规2志愿,190,542579,69,校企,,,,,,,,,,,,,
不分文理,E721,湖北健康职业学院,12,健康管理,山东,不限,2021,常规2志愿,190,536527,2,- ,,,,,,,,,,,,,
不分文理,C806,江苏农牧科技职业学院,0E,宠物养护与驯导,山东,不限,2021,常规2志愿,190,338988,6,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,48,应用日语(校企合作，与青岛旭日国际有限公司合作),山东,不限,2021,常规2志愿,190,542536,7,校企,,,,,,,,,,,,,
不分文理,C586,上海思博职业技术学院,08,电子商务,山东,不限,2021,常规2志愿,190,542592,13,- ,,,,,,,,,,,,,
不分文理,D998,齐鲁理工学院,59,精细化工技术,山东,不限,2021,常规2志愿,190,521417,46,- ,,,,,,,,,,,,,
不分文理,D856,山东电子职业技术学院(校企),46,云计算技术应用(与南京55所合作),山东,不限,2021,常规2志愿,190,346532,8,校企,,,,,,,,,,,,,
不分文理,E346,山东海事职业学院,H2,烹饪工艺与营养(高职技师合作培养，在潍坊技师学院就读),山东,不限,2021,常规2志愿,190,542556,120,- ,,,,,,,,,,,,,
不分文理,D378,青岛城市学院(中外),H0,大数据与会计,山东,不限,2021,常规2志愿,190,542540,80,中外,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,27,无人机应用技术,山东,不限,2021,常规2志愿,190,518517,40,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院(校企),40,表演艺术(与济南馨柏舫教育有限公司合作),山东,不限,2021,常规2志愿,189,539260,10,校企,,,,,,,,,,,,,
不分文理,A442,山东医学高等专科学校,65,预防医学(面向日照市就业),山东,不限,2021,常规2志愿,189,186940,3,省属公费医学生,,,,,,,,,,,,,
不分文理,C800,上海工商外国语职业学院,09,应用俄语,山东,不限,2021,常规2志愿,189,542622,2,- ,,,,,,,,,,,,,
不分文理,B069,开封大学,0E,应用化工技术,山东,不限,2021,常规2志愿,189,229337,3,- ,,,,,,,,,,,,,
不分文理,E080,山东城市建设职业学院,12,公共事务管理,山东,不限,2021,常规2志愿,189,389398,11,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,14,计算机网络技术,山东,不限,2021,常规2志愿,189,542616,14,- ,,,,,,,,,,,,,
不分文理,C329,山东劳动职业技术学院,F2,电子商务,山东,不限,2021,常规2志愿,189,542638,61,- ,,,,,,,,,,,,,
不分文理,E472,渤海理工职业学院,0Q,物联网应用技术,山东,不限,2021,常规2志愿,189,495185,5,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,28,机械制造及自动化,山东,不限,2021,常规2志愿,189,538508,50,- ,,,,,,,,,,,,,
不分文理,E321,江西工商职业技术学院,38,电子竞技运动与管理,山东,不限,2021,常规2志愿,188,543026,3,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,44,早期教育,山东,不限,2021,常规2志愿,188,498662,100,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,13,旅游管理,山东,不限,2021,常规2志愿,188,542691,5,- ,,,,,,,,,,,,,
不分文理,D322,山东现代学院,48,计算机网络技术,山东,不限,2021,常规2志愿,188,436002,20,- ,,,,,,,,,,,,,
不分文理,E481,广西培贤国际职业学院,12,无人机应用技术,山东,不限,2021,常规2志愿,188,541620,5,- ,,,,,,,,,,,,,
不分文理,C818,滨州职业学院,31,现代物流管理,山东,不限,2021,常规2志愿,188,358244,20,- ,,,,,,,,,,,,,
不分文理,D856,山东电子职业技术学院(校企),48,机电一体化技术(与小鸭集团合作),山东,不限,2021,常规2志愿,188,500702,40,校企,,,,,,,,,,,,,
不分文理,E053,黑龙江交通职业技术学院,14,铁道车辆技术,山东,不限,2021,常规2志愿,188,350207,6,- ,,,,,,,,,,,,,
不分文理,D008,山东交通职业学院,6M,工业机器人技术(中外合作办学),山东,不限,2021,常规2志愿,188,542700,30,中外,,,,,,,,,,,,,
不分文理,C726,黑龙江农业工程职业学院,31,大数据与会计,山东,不限,2021,常规2志愿,187,391521,2,- ,,,,,,,,,,,,,
不分文理,E195,临沂职业学院(校企),46,计算机应用技术(与武汉美和易思合作培养),山东,不限,2021,常规2志愿,187,441928,13,校企,,,,,,,,,,,,,
不分文理,D324,山东协和学院,48,大数据与会计,山东,不限,2021,常规2志愿,187,521422,116,- ,,,,,,,,,,,,,
不分文理,C070,曲阜远东职业技术学院,01,房地产经营与管理,山东,不限,2021,常规2志愿,187,542778,76,- ,,,,,,,,,,,,,
不分文理,C070,曲阜远东职业技术学院,16,中医康复技术,山东,不限,2021,常规2志愿,187,543269,50,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院(校企),X1,计算机应用技术(与山东华兴教育科技有限公司合作),山东,不限,2021,常规2志愿,187,542800,80,校企,,,,,,,,,,,,,
不分文理,A444,菏泽医学专科学校,1A,临床医学(面向济南市就业),山东,化学,2021,常规2志愿,187,206950,5,省属公费医学生,,,,,,,,,,,,,
不分文理,E080,山东城市建设职业学院,14,古建筑工程技术,山东,不限,2021,常规2志愿,186,373189,18,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,Y7,数字媒体技术,山东,不限,2021,常规2志愿,186,542854,20,- ,,,,,,,,,,,,,
不分文理,C070,曲阜远东职业技术学院,10,软件技术,山东,不限,2021,常规2志愿,186,542851,49,- ,,,,,,,,,,,,,
不分文理,E193,山东传媒职业学院,25,移动互联应用技术,山东,不限,2021,常规2志愿,186,362341,28,- ,,,,,,,,,,,,,
不分文理,E640,眉山药科职业学院,41,康复治疗技术,山东,不限,2021,常规2志愿,185,502782,3,- ,,,,,,,,,,,,,
不分文理,D321,青岛求实职业技术学院,09,空中乘务,山东,不限,2021,常规2志愿,185,542896,50,- ,,,,,,,,,,,,,
不分文理,A451,鲁东大学,37,化学工程与工艺,山东,物理或化学或生物,2021,常规2志愿,185,141193,1,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,02,大数据与财务管理,山东,不限,2021,常规2志愿,185,542916,30,- ,,,,,,,,,,,,,
不分文理,D316,山东胜利职业学院,07,烹饪工艺与营养,山东,不限,2021,常规2志愿,185,542905,70,- ,,,,,,,,,,,,,
不分文理,C737,荆州职业技术学院,31,药学,山东,不限,2021,常规2志愿,185,386681,15,- ,,,,,,,,,,,,,
不分文理,C328,山东职业学院,29,建筑工程技术,山东,不限,2021,常规2志愿,185,294340,100,- ,,,,,,,,,,,,,
不分文理,D103,江苏农林职业技术学院,13,动物医学,山东,不限,2021,常规2志愿,184,285604,8,- ,,,,,,,,,,,,,
不分文理,A853,北京工业职业技术学院,12,大数据与会计,山东,不限,2021,常规2志愿,184,239591,4,- ,,,,,,,,,,,,,
不分文理,B449,黑龙江职业学院,35,宠物医疗技术,山东,不限,2021,常规2志愿,184,333367,2,- ,,,,,,,,,,,,,
不分文理,E465,赣州师范高等专科学校,0J,统计与大数据分析,山东,不限,2021,常规2志愿,184,298790,2,- ,,,,,,,,,,,,,
不分文理,D961,大连枫叶职业技术学院,25,大数据与会计,山东,不限,2021,常规2志愿,184,512676,2,- ,,,,,,,,,,,,,
不分文理,C070,曲阜远东职业技术学院,18,健康管理,山东,不限,2021,常规2志愿,184,542969,34,- ,,,,,,,,,,,,,
不分文理,C329,山东劳动职业技术学院,F3,汽车检测与维修技术,山东,不限,2021,常规2志愿,184,542965,40,- ,,,,,,,,,,,,,
不分文理,E605,日照航海工程职业学院,04,建筑室内设计,山东,不限,2021,常规2志愿,184,542986,35,- ,,,,,,,,,,,,,
不分文理,E346,山东海事职业学院(校企),44,电子商务(与新迈尔(北京)科技有限公司合作),山东,不限,2021,常规2志愿,184,537679,10,校企,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,35,建筑工程技术,山东,不限,2021,常规2志愿,183,308728,5,- ,,,,,,,,,,,,,
不分文理,A825,齐鲁医药学院,35,护理,山东,不限,2021,常规2志愿,183,301390,30,- ,,,,,,,,,,,,,
不分文理,C499,上海电子信息职业技术学院,39,建筑智能化工程技术(楼宇智能化方向),山东,不限,2021,常规2志愿,183,278328,6,- ,,,,,,,,,,,,,
不分文理,B261,吉林工商学院,44,国际经济与贸易,山东,不限,2021,常规2志愿,183,244555,2,- ,,,,,,,,,,,,,
不分文理,D104,江苏食品药品职业技术学院,29,大数据与会计,山东,不限,2021,常规2志愿,183,348111,5,- ,,,,,,,,,,,,,
不分文理,D100,金肯职业技术学院,3Z,计算机应用技术,山东,不限,2021,常规2志愿,183,542247,17,- ,,,,,,,,,,,,,
不分文理,D324,山东协和学院,61,计算机应用技术,山东,不限,2021,常规2志愿,183,514002,93,- ,,,,,,,,,,,,,
不分文理,C819,山东科技职业学院,3J,市场营销,山东,不限,2021,常规2志愿,183,344888,20,- ,,,,,,,,,,,,,
不分文理,D998,齐鲁理工学院,48,现代通信技术,山东,不限,2021,常规2志愿,183,543038,100,- ,,,,,,,,,,,,,
不分文理,E079,山东轻工职业学院,05,跨境电子商务,山东,不限,2021,常规2志愿,183,543040,30,- ,,,,,,,,,,,,,
不分文理,C330,莱芜职业技术学院,32,文物考古技术,山东,不限,2021,常规2志愿,182,351299,14,- ,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,10,药品质量与安全,山东,不限,2021,常规2志愿,182,332569,10,- ,,,,,,,,,,,,,
不分文理,D948,商洛职业技术学院,11,民航运输服务,山东,不限,2021,常规2志愿,182,418000,2,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,B3,建设工程监理,山东,不限,2021,常规2志愿,182,543100,39,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,13,计算机应用技术,山东,不限,2021,常规2志愿,182,543080,58,- ,,,,,,,,,,,,,
不分文理,B824,桂林师范高等专科学校,23,分析检验技术,山东,不限,2021,常规2志愿,182,305473,2,- ,,,,,,,,,,,,,
不分文理,C330,莱芜职业技术学院,20,助产,山东,不限,2021,常规2志愿,181,397806,25,- ,,,,,,,,,,,,,
不分文理,D356,山东工程职业技术大学(校企),9S,电子商务(与世纪鼎利合作),山东,不限,2021,常规2志愿,181,543150,20,校企,,,,,,,,,,,,,
不分文理,E749,滨州科技职业学院,01,无人机应用技术,山东,不限,2021,常规2志愿,181,543143,191,- ,,,,,,,,,,,,,
不分文理,D811,琼台师范学院,46,应用俄语,山东,不限,2021,常规2志愿,181,246665,2,- ,,,,,,,,,,,,,
不分文理,D319,山东化工职业学院(校企),B2,市场营销(与山东齐商教育科技有限公司合作),山东,不限,2021,常规2志愿,181,543161,20,校企,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,05,公共卫生管理,山东,不限,2021,常规2志愿,181,543151,20,- ,,,,,,,,,,,,,
不分文理,C945,山东圣翰财贸职业学院,Y1,环境艺术设计,山东,不限,2021,常规2志愿,181,543127,30,- ,,,,,,,,,,,,,
不分文理,C783,石家庄城市经济职业学院,0N,计算机应用技术,山东,不限,2021,常规2志愿,181,528100,4,- ,,,,,,,,,,,,,
不分文理,C819,山东科技职业学院(中外),55,汽车检测与维修技术,山东,不限,2021,常规2志愿,181,379771,5,中外,,,,,,,,,,,,,
不分文理,D356,山东工程职业技术大学(校企),9A,计算机网络技术(与济南博赛合作),山东,不限,2021,常规2志愿,180,543238,20,校企,,,,,,,,,,,,,
不分文理,C054,九州职业技术学院,4D,城市轨道交通通信信号技术,山东,不限,2021,常规2志愿,180,366783,3,- ,,,,,,,,,,,,,
不分文理,D323,济南职业学院,41,旅游管理,山东,不限,2021,常规2志愿,180,302482,10,- ,,,,,,,,,,,,,
不分文理,D324,山东协和学院,59,电子信息工程技术,山东,不限,2021,常规2志愿,180,543225,23,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,32,装配式建筑构件智能制造技术,山东,不限,2021,常规2志愿,179,543278,7,- ,,,,,,,,,,,,,
不分文理,D318,山东工业职业学院,44,运动健康指导,山东,不限,2021,常规2志愿,179,504249,30,- ,,,,,,,,,,,,,
不分文理,C070,曲阜远东职业技术学院,09,计算机网络技术,山东,不限,2021,常规2志愿,179,543287,30,- ,,,,,,,,,,,,,
不分文理,D318,山东工业职业学院(校企),A5,应用电子技术(与河北网讯数码科技有限公司合作),山东,不限,2021,常规2志愿,179,543285,20,校企,,,,,,,,,,,,,
不分文理,D931,三亚航空旅游职业学院,06,民航运输服务,山东,不限,2021,常规2志愿,179,543282,10,- ,,,,,,,,,,,,,
不分文理,C841,山东服装职业学院,34,电子商务(校企合作，与山东联荷电商合作),山东,物理,2021,常规2志愿,179,543274,60,校企,,,,,,,,,,,,,
不分文理,C329,山东劳动职业技术学院,12,汽车检测与维修技术,山东,不限,2021,常规2志愿,179,372895,20,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,20,电子竞技运动与管理,山东,不限,2021,常规2志愿,179,515067,20,- ,,,,,,,,,,,,,
不分文理,B787,濮阳职业技术学院,1G,建筑工程技术,山东,不限,2021,常规2志愿,178,472927,15,- ,,,,,,,,,,,,,
不分文理,D778,山东中医药高等专科学校,27,中医学(面向东营市就业),山东,不限,2021,常规2志愿,178,210342,2,省属公费医学生,,,,,,,,,,,,,
不分文理,D799,黄冈科技职业学院,0H,会计信息管理,山东,不限,2021,常规2志愿,178,538920,24,- ,,,,,,,,,,,,,
不分文理,D324,山东协和学院,60,物联网应用技术,山东,不限,2021,常规2志愿,178,543329,69,- ,,,,,,,,,,,,,
不分文理,C915,上海中侨职业技术大学,19,大数据技术,山东,不限,2021,常规2志愿,178,441256,3,- ,,,,,,,,,,,,,
不分文理,C841,山东服装职业学院,39,计算机网络技术(校企合作，与中兴协力教育科技集团合作),山东,物理,2021,常规2志愿,178,543315,23,校企,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,23,机电一体化技术,山东,不限,2021,常规2志愿,178,508140,70,- ,,,,,,,,,,,,,
不分文理,E708,临沂科技职业学院,59,电子商务(校企合作，与深圳盘古帮帮公司合作),山东,物理,2021,常规2志愿,177,543389,43,校企,,,,,,,,,,,,,
不分文理,A442,山东医学高等专科学校,36,中药学,山东,不限,2021,常规2志愿,177,284795,140,- ,,,,,,,,,,,,,
不分文理,C493,上海行健职业学院,19,会展策划与管理,山东,不限,2021,常规2志愿,177,266796,2,- ,,,,,,,,,,,,,
不分文理,A868,青岛滨海学院,59,应用英语,山东,不限,2021,常规2志愿,177,543654,337,- ,,,,,,,,,,,,,
不分文理,D012,山东信息职业技术学院,21,机电一体化技术,山东,不限,2021,常规2志愿,177,419414,37,- ,,,,,,,,,,,,,
不分文理,C328,山东职业学院,54,铁道信号自动控制,山东,物理或化学,2021,常规2志愿,177,270164,115,- ,,,,,,,,,,,,,
不分文理,E506,山东艺术设计职业学院,J0,文物修复与保护,山东,物理或历史或地理,2021,常规2志愿,176,543418,27,- ,,,,,,,,,,,,,
不分文理,C583,上海震旦职业学院,02,药学,山东,不限,2021,常规2志愿,176,543445,14,- ,,,,,,,,,,,,,
不分文理,C844,山东力明科技职业学院,11,空中乘务,山东,物理,2021,常规2志愿,176,543401,6,- ,,,,,,,,,,,,,
不分文理,D316,山东胜利职业学院(校企),0S,护理(与水发民生产业投资集团有限公司合作),山东,不限,2021,常规2志愿,176,508670,50,校企,,,,,,,,,,,,,
不分文理,J512,兰州资源环境职业技术大学,27,金属精密成型技术,山东,不限,2021,常规2志愿,176,472801,6,- ,,,,,,,,,,,,,
不分文理,C934,江西环境工程职业学院,13,园林技术,山东,不限,2021,常规2志愿,175,397132,4,- ,,,,,,,,,,,,,
不分文理,A442,山东医学高等专科学校,49,社区康复,山东,不限,2021,常规2志愿,175,312685,30,- ,,,,,,,,,,,,,
不分文理,D997,青岛农业大学海都学院,23,工程造价,山东,不限,2021,常规2志愿,175,482117,74,- ,,,,,,,,,,,,,
不分文理,D318,山东工业职业学院,36,大数据与会计,山东,不限,2021,常规2志愿,175,460497,150,- ,,,,,,,,,,,,,
不分文理,D387,山东外国语职业技术大学,82,新能源汽车技术,山东,不限,2021,常规2志愿,175,537620,58,- ,,,,,,,,,,,,,
不分文理,C842,德州科技职业学院,08,智能控制技术,山东,不限,2021,常规2志愿,175,543480,15,- ,,,,,,,,,,,,,
不分文理,D389,德州职业技术学院,1V,工业机器人技术(校企合作，与广东数控设备有限公司合作),山东,不限,2021,常规2志愿,174,543558,22,校企,,,,,,,,,,,,,
不分文理,E195,临沂职业学院,29,环境艺术设计,山东,不限,2021,常规2志愿,174,440241,13,- ,,,,,,,,,,,,,
不分文理,D317,山东经贸职业学院(校企),26,电子产品制造技术(与山东中兴教育咨询有限公司合作),山东,不限,2021,常规2志愿,174,531537,16,校企,,,,,,,,,,,,,
不分文理,C070,曲阜远东职业技术学院,06,空中乘务,山东,不限,2021,常规2志愿,174,543512,40,- ,,,,,,,,,,,,,
不分文理,C842,德州科技职业学院,38,婴幼儿托育服务与管理,山东,不限,2021,常规2志愿,174,519757,20,- ,,,,,,,,,,,,,
不分文理,D245,荆州学院,76,无人机应用技术,山东,不限,2021,常规2志愿,174,442603,3,- ,,,,,,,,,,,,,
不分文理,C328,山东职业学院,45,道路与桥梁工程技术(衔接山东交通学院土木工程专业,山东,不限,2021,常规2志愿,174,236755,80,高职3+2贯通培养,,,,,,,,,,,,,
不分文理,B449,黑龙江职业学院,23,大数据与财务管理,山东,不限,2021,常规2志愿,173,343102,2,- ,,,,,,,,,,,,,
不分文理,C842,德州科技职业学院,45,旅游管理,山东,不限,2021,常规2志愿,173,516318,8,- ,,,,,,,,,,,,,
不分文理,D074,河北对外经贸职业学院,26,应用英语,山东,不限,2021,常规2志愿,173,286019,3,- ,,,,,,,,,,,,,
不分文理,D319,山东化工职业学院,15,大数据与会计,山东,不限,2021,常规2志愿,172,449219,80,- ,,,,,,,,,,,,,
不分文理,C819,山东科技职业学院,3M,药品生物技术,山东,不限,2021,常规2志愿,172,447462,10,- ,,,,,,,,,,,,,
不分文理,E372,昆明卫生职业学院,13,临床医学,山东,化学和生物,2021,常规2志愿,172,353236,5,- ,,,,,,,,,,,,,
不分文理,D112,南京信息职业技术学院,35,现代通信技术,山东,不限,2021,常规2志愿,172,261207,10,- ,,,,,,,,,,,,,
不分文理,C062,日照职业技术学院,23,工程测量技术,山东,不限,2021,常规2志愿,171,288744,10,- ,,,,,,,,,,,,,
不分文理,D321,青岛求实职业技术学院,41,大数据与会计,山东,不限,2021,常规2志愿,171,533499,45,- ,,,,,,,,,,,,,
不分文理,E242,山东理工职业学院,11,汽车检测与维修技术(中外合作办学)(中德合作办学),山东,不限,2021,常规2志愿,171,543680,23,中外,,,,,,,,,,,,,
不分文理,D318,山东工业职业学院(中外),D2,机械制造及自动化(与韩国庆一大学合作),山东,不限,2021,常规2志愿,171,543686,10,中外,,,,,,,,,,,,,
不分文理,D245,荆州学院,41,建筑工程技术,山东,不限,2021,常规2志愿,171,341361,2,- ,,,,,,,,,,,,,
不分文理,E477,菏泽职业学院(校企),43,学前教育(师范类，与山东育中方略教育集团合作),山东,不限,2021,常规2志愿,170,501564,180,校企,,,,,,,,,,,,,
